Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,M340i xDrive SedAn,COMPACT,3,6,A,Z,11.4,8.3,10,28,233
BMW,M4 CAbriolet,SUBCOMPACT,3,6,A,Z,14.5,10.5,12.7,22,299
BMW,M4 CAbriolet CoMpetition,SUBCOMPACT,3,6,A,Z,14.5,10.5,12.7,22,299
BMW,M4 CAbriolet,SUBCOMPACT,3,6,M,Z,13.8,9.4,11.9,24,280
BMW,M4 CAbriolet CoMpetition,SUBCOMPACT,3,6,M,Z,13.8,9.4,11.9,24,280
BMW,M4 Coupe,COMPACT,3,6,A,Z,14.1,10.3,12.4,23,290
BMW,M4 Coupe CoMpetition,COMPACT,3,6,A,Z,14.1,10.3,12.4,23,290
BMW,M4 Coupe,COMPACT,3,6,M,Z,13.4,9.6,11.7,24,273
BMW,M4 Coupe CoMpetition,COMPACT,3,6,M,Z,13.4,9.6,11.7,24,273
BMW,M4 CS,COMPACT,3,6,A,Z,14.1,10.3,12.4,23,290
BMW,M SedAn,MID-SIZE,4.4,8,A,Z,16,11,13.8,20,322
BMW,M CoMpetition,MID-SIZE,4.4,8,A,Z,16,11,13.8,20,322
BMW,M50i xDrive SedAn,MID-SIZE,4.4,8,A,Z,13.6,9.3,11.7,24,273
BMW,M60i xDrive SedAn,FULL-SIZE,6.6,12,A,Z,17.8,11.9,15.1,19,354
BMW,M8 CAbriolet,SUBCOMPACT,4.4,8,A,Z,16,11,13.8,20,322
BMW,M8 CAbriolet CoMpetition,SUBCOMPACT,4.4,8,A,Z,16,11,13.8,20,322
BMW,M8 Coupe,SUBCOMPACT,4.4,8,A,Z,16,11,13.8,20,322
BMW,M8 Coupe CoMpetition,SUBCOMPACT,4.4,8,A,Z,16,11,13.8,20,322
BMW,M8 GrAn Coupe,MID-SIZE,4.4,8,A,Z,16,11,13.8,20,322
BMW,M8 GrAn Coupe CoMpetition,MID-SIZE,4.4,8,A,Z,16,11,13.8,20,322
BMW,M850i xDrive CAbriolet,SUBCOMPACT,4.4,8,A,Z,14.5,9.9,12.4,23,290
BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,A,Z,13.6,9.3,11.7,24,273
BMW,M850i xDrive GrAn Coupe,MID-SIZE,4.4,8,A,Z,14.5,9.9,12.4,23,290
BMW,X1 xDrive28i,SUV - SMALL,2,4,A,Z,10.3,7.7,9.1,31,213
BMW,X2 xDrive28i,SUV - SMALL,2,4,A,Z,9.9,7.6,8.8,32,207
BMW,X2 M35i,SUV - SMALL,2,4,A,Z,10,7.8,9,31,210
BMW,X3 xDrive30i,SUV - SMALL,2,4,A,Z,10,8.2,9.2,31,215
BMW,X3 M,SUV - SMALL,3,6,A,Z,16.6,12.1,14.6,19,339
BMW,X3 M CoMpetition,SUV - SMALL,3,6,A,Z,16.6,12.1,14.6,19,339
BMW,X3 M40i,SUV - SMALL,3,6,A,Z,11.3,8.7,10.1,28,235
BMW,X4 xDrive30i,SUV - SMALL,2,4,A,Z,10,8.2,9.2,31,215
BMW,X4 M,SUV - SMALL,3,6,A,Z,16.6,12.1,14.6,19,339
BMW,X4 M CoMpetition,SUV - SMALL,3,6,A,Z,16.6,12.1,14.6,19,339
BMW,X4 M40i,SUV - SMALL,3,6,A,Z,11.3,8.7,10.1,28,235
BMW,X5 xDrive40i,SUV - STANDARD,3,6,A,Z,11.7,9.1,10.5,27,245
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,A,Z,14.5,10.7,12.8,22,302
BMW,X5 M0i,SUV - STANDARD,4.4,8,A,Z,14.5,10.7,12.8,22,302
BMW,X6 xDrive40i,SUV - STANDARD,3,6,A,Z,11.7,9.1,10.5,27,245
BMW,X6 M0i,SUV - STANDARD,4.4,8,A,Z,14.5,10.7,12.8,22,302
BMW,X7 xDrive40i,SUV - STANDARD,3,6,A,Z,12,9.4,10.8,26,254
BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,A,Z,15.5,11.4,13.6,21,318
BMW,X7 M0i,SUV - STANDARD,4.4,8,A,Z,15.5,11.4,13.6,21,318
BMW,Z4 sDrive30i,TWO-SEATER,2,4,A,Z,9.5,7.4,8.5,33,200
BMW,Z4 M40i,TWO-SEATER,3,6,A,Z,10.3,8,9.3,30,216
BUGATTI,Chiron,TWO-SEATER,8,16,A,Z,26.8,16.6,22.2,13,522
BUICK,EnclAe,SUV - STANDARD,3.6,6,A,X,13,9.1,11.2,25,263
BUICK,EnclAe AWD,SUV - STANDARD,3.6,6,A,X,13.6,9.6,11.8,24,277
BUICK,Encore,SUV - SMALL,1.4,4,A,X,9.4,7.8,8.7,32,204
BUICK,Encore AWD,SUV - SMALL,1.4,4,A,X,10,8,9.1,31,214
BUICK,Encore GX,SUV - SMALL,1.2,3,A,X,9,7.7,8.4,34,198
BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A,X,9,8,8.5,33,199
BUICK,Envision AWD,SUV - SMALL,2,4,A,Z,11.7,9.4,10.7,26,250
BUICK,Envision AWD,SUV - SMALL,2.5,4,A,X,11.1,8.6,10,28,234
BUICK,RegAl,MID-SIZE,2,4,A,Z,10.3,7.4,9,31,211
BUICK,RegAl AWD,MID-SIZE,2,4,A,Z,11,8,9.6,29,227
BUICK,RegAl AWD,MID-SIZE,3.6,6,A,X,12.5,8.8,10.9,26,255
CADILLAC,CT4,COMPACT,2,4,A,Z,10.1,6.8,8.7,32,203
CADILLAC,CT4,COMPACT,2.7,4,A,Z,11.5,8,9.9,29,232
CADILLAC,CT4 AWD,COMPACT,2,4,A,Z,10.4,7.4,9.1,31,213
CADILLAC,CT4 AWD,COMPACT,2.7,4,A,Z,11.7,8.4,10.2,28,238
CADILLAC,CT4-V,COMPACT,2.7,4,A,Z,11.5,8.2,10,28,234
CADILLAC,CT4-V AWD,COMPACT,2.7,4,A,Z,11.7,8.4,10.2,28,238
CADILLAC,CT5,MID-SIZE,2,4,A,Z,10.4,7.3,9,31,209
CADILLAC,CT5,MID-SIZE,3,6,A,Z,12.6,9.1,11,26,256
CADILLAC,CT5 AWD,MID-SIZE,2,4,A,Z,11,7.7,9.5,30,221
CADILLAC,CT5 AWD,MID-SIZE,3,6,A,Z,13.3,9.3,11.5,25,268
CADILLAC,CT5-V,MID-SIZE,3,6,A,Z,13.1,9.1,11.3,25,263
CADILLAC,CT5-V AWD,MID-SIZE,3,6,A,Z,13.8,9.4,11.8,24,276
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,A,X,12.9,8.7,11,26,259
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,A,Z,17.3,9.5,13.8,20,324
CADILLAC,EscAlAde 4WD,SUV - STANDARD,6.2,8,A,Z,16.7,11.1,14.2,20,333
CADILLAC,XT4,SUV - SMALL,2,4,A,Z,9.8,7.8,8.9,32,209
CADILLAC,XT4 AWD,SUV - SMALL,2,4,A,Z,10.9,8.2,9.7,29,227
CADILLAC,XT5,SUV - SMALL,2,4,A,Z,11,8.3,9.8,29,227
CADILLAC,XT5 AWD,SUV - SMALL,2,4,A,Z,11.2,8.9,10.1,28,235
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,A,X,13.4,9.4,11.6,24,270
CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,A,X,13.5,9.7,11.8,24,277
CHEVROLET,BlAzer,SUV - SMALL,2,4,A,X,11,8.3,9.8,29,225
CHEVROLET,BlAzer,SUV - SMALL,2.5,4,A,X,11.3,8.9,10.2,28,238
CHEVROLET,BlAzer AWD,SUV - SMALL,2,4,A,X,11.3,8.7,10.1,28,232
CHEVROLET,BlAzer AWD,SUV - SMALL,3.6,6,A,X,13.1,9.4,11.4,25,269
CHEVROLET,CAAro,SUBCOMPACT,2,4,A,Z,10.9,7.6,9.4,30,219
CHEVROLET,CAAro,SUBCOMPACT,2,4,M,Z,11.9,7.9,10.1,28,235
CHEVROLET,CAAro,SUBCOMPACT,3.6,6,A,X,12.5,8.1,10.5,27,247
CHEVROLET,CAAro,SUBCOMPACT,3.6,6,M,X,14.3,9,11.9,24,280
CHEVROLET,CAAro SS,SUBCOMPACT,6.2,8,A,Z,14.6,8.9,12.1,23,282
CHEVROLET,CAAro SS,SUBCOMPACT,6.2,8,M,Z,14.9,9.9,12.6,22,296
CHEVROLET,CAAro ZL1,SUBCOMPACT,6.2,8,A,Z,18.3,11.2,15.1,19,355
CHEVROLET,CAAro ZL1,SUBCOMPACT,6.2,8,M,Z,17.2,12,14.8,19,349
CHEVROLET,ColorAdo,PICKUP TRUCK - SMALL,2.5,4,A,X,12.1,9.2,10.8,26,252
CHEVROLET,ColorAdo,PICKUP TRUCK - SMALL,2.8,4,A,D,11.8,7.9,10.1,28,270
CHEVROLET,ColorAdo,PICKUP TRUCK - SMALL,3.6,6,A,X,13.4,9.6,11.7,24,273
CHEVROLET,ColorAdo 4WD,PICKUP TRUCK - SMALL,2.5,4,A,X,12.6,9.7,11.3,25,265
CHEVROLET,ColorAdo 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,12.3,8.5,10.6,27,284
CHEVROLET,ColorAdo 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,14,9.9,12.2,23,286
CHEVROLET,ColorAdo ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,13.3,10.6,12.1,23,326
CHEVROLET,ColorAdo ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,15,13,14.1,20,331
CHEVROLET,Corvette,TWO-SEATER,6.2,8,A,Z,15.4,8.7,12.4,23,290
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A,X,8.9,7.7,8.4,34,196
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A,X,9.3,8,8.7,32,204
CHEVROLET,Equinox AWD,SUV - SMALL,2,4,A,Z,10.9,8.3,9.7,29,228
CHEVROLET,IMpAlA,FULL-SIZE,3.6,6,A,X,12.8,8.5,10.9,26,255
CHEVROLET,IMpAlA,FULL-SIZE,3.6,6,A,E,17.2,11.6,14.7,19,246
CHEVROLET,MAlibu,MID-SIZE,1.5,4,A,X,8.2,6.6,7.5,38,189
CHEVROLET,MAlibu,MID-SIZE,2,4,A,Z,10.5,7.4,9.1,31,214
CHEVROLET,SilverAdo,PICKUP TRUCK - STANDARD,2.7,4,A,X,11.9,10.3,11.1,25,262
CHEVROLET,SilverAdo WT,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.5,10.8,11.7,24,275
CHEVROLET,SilverAdo,PICKUP TRUCK - STANDARD,3,6,A,D,10.2,7.2,8.9,32,238
CHEVROLET,SilverAdo,PICKUP TRUCK - STANDARD,4.3,6,A,X,15.1,11.5,13.5,21,318
CHEVROLET,SilverAdo,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.9,11.4,13.9,20,326
CHEVROLET,SilverAdo FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,16,12.6,14.4,20,339
CHEVROLET,SilverAdo FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,22.2,16.2,19.5,14,326
CHEVROLET,SilverAdo,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.9,10.1,12.2,23,286
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.5,10.8,11.7,24,275
CHEVROLET,SilverAdo WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.7,11,12,24,280
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,3,6,A,D,10.4,8,9.4,30,252
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,X,15.7,12,14.1,20,331
CHEVROLET,SilverAdo 4WD CustoM TrAil Boss,PICKUP TRUCK - STANDARD,4.3,6,A,X,16.3,12.9,14.8,19,349
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,15.9,11.8,14.1,20,331
CHEVROLET,SilverAdo 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,X,16.6,13,15,19,350
CHEVROLET,SilverAdo 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A,E,22.3,18.1,20.5,14,342
CHEVROLET,SilverAdo 4WD CustoM TrAil Boss,PICKUP TRUCK - STANDARD,5.3,8,A,X,16.7,13.1,15.1,19,354
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.7,10.7,12.9,22,303
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.3,10.6,12.6,22,296
CHEVROLET,SilverAdo 4WD LT TrAil Boss,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.7,11.2,13.1,22,307
CHEVROLET,SilverAdo 4WD,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15,12,13.7,21,321
CHEVROLET,SilverAdo 4WD CustoM TrAil Boss,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.8,13.3,15.2,19,357
CHEVROLET,SilverAdo 4WD LT TrAil Boss,PICKUP TRUCK - STANDARD,6.2,8,A,Z,15.7,12.4,14.2,20,332
CHEVROLET,SpArk,SUBCOMPACT,1.4,4,A,X,7.9,6.2,7.1,40,167
CHEVROLET,SpArk,SUBCOMPACT,1.4,4,M,X,8,6.2,7.2,39,170
CHEVROLET,SuburbAn,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
CHEVROLET,SuburbAn FFV,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
CHEVROLET,SuburbAn FFV,SUV - STANDARD,5.3,8,A,E,21.2,13.9,17.9,16,298
CHEVROLET,SuburbAn 4WD,SUV - STANDARD,5.3,8,A,X,16.8,11.3,14.4,20,337
CHEVROLET,SuburbAn 4WD FFV,SUV - STANDARD,5.3,8,A,X,16.8,11.3,14.4,20,337
CHEVROLET,SuburbAn 4WD FFV,SUV - STANDARD,5.3,8,A,E,22.2,15.3,19.1,15,319
CHEVROLET,SuburbAn 4WD,SUV - STANDARD,6.2,8,A,Z,17.2,11.4,14.6,19,343
CHEVROLET,TAhoe,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
CHEVROLET,TAhoe FFV,SUV - STANDARD,5.3,8,A,X,15.7,10.5,13.4,21,314
CHEVROLET,TAhoe FFV,SUV - STANDARD,5.3,8,A,E,21.2,13.9,17.9,16,298
CHEVROLET,TAhoe 4WD,SUV - STANDARD,5.3,8,A,X,16,11.2,13.8,20,325
CHEVROLET,TAhoe 4WD FFV,SUV - STANDARD,5.3,8,A,X,16,11.2,13.8,20,325
CHEVROLET,TAhoe 4WD FFV,SUV - STANDARD,5.3,8,A,E,21.7,14.3,18.4,15,305
CHEVROLET,TAhoe 4WD,SUV - STANDARD,6.2,8,A,Z,16.5,10.9,13.9,20,327
CHEVROLET,TrAerse,SUV - STANDARD,3.6,6,A,X,13,8.8,11.1,25,261
CHEVROLET,TrAerse AWD,SUV - STANDARD,3.6,6,A,X,13.6,9.6,11.8,24,276
CHEVROLET,TrAx,SUV - SMALL,1.4,4,A,X,9.1,7.6,8.4,34,196
CHEVROLET,TrAx AWD,SUV - SMALL,1.4,4,A,X,10,8,9.1,31,214
CHRYSLER,300,FULL-SIZE,3.6,6,A,X,12.4,7.8,10.3,27,242
CHRYSLER,300,FULL-SIZE,5.7,8,A,X,14.7,9.4,12.3,23,289
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A,X,12.8,8.7,11,26,258
CHRYSLER,PAcificA (Stop-StArt),MINIVAN,3.6,6,A,X,12.4,8.4,10.6,27,249
CHRYSLER,VoyAger (Stop-StArt),MINIVAN,3.6,6,A,X,12.4,8.4,10.6,27,249
DODGE,ChAllenger,MID-SIZE,3.6,6,A,X,12.4,7.8,10.3,27,242
DODGE,ChAllenger (MDS),MID-SIZE,5.7,8,A,X,14.7,9.4,12.3,23,289
DODGE,ChAllenger,MID-SIZE,5.7,8,M,Z,15.6,10.1,13.1,22,307
DODGE,ChAllenger (MDS),MID-SIZE,6.4,8,A,Z,15.8,9.6,13,22,305
DODGE,ChAllenger,MID-SIZE,6.4,8,M,Z,16.7,10.4,13.9,20,325
DODGE,ChAllenger AWD,MID-SIZE,3.6,6,A,X,12.8,8.7,11,26,258
DODGE,ChAllenger Widebody (MDS),MID-SIZE,6.4,8,A,Z,15.8,9.6,13,22,305
DODGE,ChAllenger Widebody (MDS),MID-SIZE,6.4,8,M,Z,16.7,10.4,13.9,20,325
DODGE,ChAllenger SRT HellcAt,MID-SIZE,6.2,8,A,Z,17.6,10.7,14.5,19,339
DODGE,ChAllenger SRT HellcAt,MID-SIZE,6.2,8,M,Z,18.1,11.4,15.1,19,352
DODGE,ChAllenger SRT HellcAt Widebody,MID-SIZE,6.2,8,A,Z,18.6,11.2,15.3,18,358
DODGE,ChAllenger SRT HellcAt Widebody,MID-SIZE,6.2,8,M,Z,18.1,11.4,15.1,19,352
DODGE,ChArger,FULL-SIZE,3.6,6,A,X,13.7,9,11.6,24,271
DODGE,ChArger,FULL-SIZE,3.6,6,A,X,12.4,7.8,10.3,27,242
DODGE,ChArger (MDS),FULL-SIZE,5.7,8,A,X,14.7,9.4,12.3,23,289
DODGE,ChArger (MDS),FULL-SIZE,6.4,8,A,Z,15.8,9.6,13,22,305
DODGE,ChArger AWD,FULL-SIZE,3.6,6,A,X,12.8,8.7,11,26,258
DODGE,ChArger Widebody (MDS),FULL-SIZE,6.4,8,A,Z,15.8,9.6,13,22,305
DODGE,ChArger SRT HellcAt Widebody,FULL-SIZE,6.2,8,A,Z,19,11.5,15.6,18,368
DODGE,DurAngo AWD,SUV - STANDARD,3.6,6,A,X,12.7,9.6,11.3,25,265
DODGE,DurAngo AWD,SUV - STANDARD,5.7,8,A,X,16.7,10.9,14.1,20,331
DODGE,DurAngo AWD SRT,SUV - STANDARD,6.4,8,A,Z,18.3,12.2,15.6,18,363
DODGE,GrAnd CArAAn,MINIVAN,3.6,6,A,X,13.7,9.4,11.8,24,276
DODGE,Journey,SUV - SMALL,2.4,4,A,X,12.7,9.2,11.1,25,261
FIAT,124 Spider,TWO-SEATER,1.4,4,A,X,9.3,6.5,8,35,187
FIAT,124 Spider,TWO-SEATER,1.4,4,M,X,9,6.7,7.9,36,185
FIAT,500L,STATION WAGON - SMALL,1.4,4,A,X,10.7,7.9,9.4,30,221
FIAT,500X AWD,SUV - SMALL,1.3,4,A,X,10,7.9,9.1,31,213
FORD,EcoSport,SUV - SMALL,1,3,A,X,8.6,8.1,8.4,34,197
FORD,EcoSport AWD,SUV - SMALL,2,4,A,X,10.2,8.1,9.2,31,216
FORD,Edge,SUV - SMALL,2,4,A,X,11.2,8.1,9.8,29,229
FORD,Edge AWD,SUV - SMALL,2,4,A,X,11.4,8.3,10,28,233
FORD,Edge AWD,SUV - SMALL,2,4,A,X,11.4,8.3,10,28,233
FORD,Edge AWD,SUV - SMALL,2.7,6,A,X,12.5,9.2,11,26,258
FORD,EscApe,SUV - SMALL,1.5,3,A,X,8.6,7.1,7.9,36,185
FORD,EscApe AWD,SUV - SMALL,1.5,3,A,X,8.9,7.6,8.3,34,196
FORD,EscApe AWD,SUV - SMALL,2,4,A,X,10.4,7.5,9.1,31,213
FORD,EscApe Hybrid,SUV - SMALL,2.5,4,A,X,5.4,6.3,5.8,49,136
FORD,EscApe Hybrid AWD,SUV - SMALL,2.5,4,A,X,5.5,6.4,5.9,48,139
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,A,X,14.1,10.6,12.5,23,294
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,A,X,14.7,11.2,13.1,22,308
FORD,Explorer AWD,SUV - STANDARD,2.3,4,A,X,11.6,8.7,10.3,27,241
FORD,Explorer AWD,SUV - STANDARD,3,6,A,X,13.3,9.8,11.8,24,278
FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,A,X,10.1,9,9.6,29,225
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,A,X,12,8.9,10.6,27,249
FORD,F-150,PICKUP TRUCK - STANDARD,3,6,A,D,11.1,8.3,9.8,29,264
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,A,D,11.1,8.3,9.8,29,264
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,A,X,12.1,9.3,10.8,26,254
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,A,E,16.6,12.6,14.8,19,245
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A,X,14.3,10.7,12.7,22,298
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A,X,14.3,10.6,12.6,22,297
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A,E,20,14.8,17.6,16,293
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,A,X,14.4,11.2,13,22,305
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,A,E,20,14.9,17.7,16,294
FORD,F-150 FFV (PAyloAd Pkg),PICKUP TRUCK - STANDARD,5,8,A,X,15.1,11.8,13.6,21,319
FORD,F-150 FFV (PAyloAd Pkg),PICKUP TRUCK - STANDARD,5,8,A,E,19.9,15.8,18,16,300
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,A,X,13.1,10.2,11.8,24,277
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,A,D,11.9,9.4,10.8,26,290
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,A,D,11.3,8.5,10,28,270
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,A,X,12.9,10.2,11.7,24,274
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,A,E,17.6,13.8,15.9,18,265
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A,X,14.6,10.9,13,22,304
FORD,F-150 4X4 LiMited,PICKUP TRUCK - STANDARD,3.5,6,A,X,13.8,11.2,12.6,22,296
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A,X,15.1,11.6,13.5,21,317
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A,E,20.3,14.7,17.8,16,296
FORD,F-150 RAptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,A,X,15.3,13.1,14.3,20,336
FORD,Fusion,MID-SIZE,1.5,4,A,X,10,7,8.7,32,203
FORD,Fusion Hybrid,MID-SIZE,2,4,A,X,5.5,5.7,5.6,50,131
FORD,GT,TWO-SEATER,3.5,6,A,Z,19.8,12.8,16.6,17,393
FORD,MustAng,SUBCOMPACT,2.3,4,A,X,11.2,7.3,9.4,30,221
FORD,MustAng (PerforMAnce Pkg),SUBCOMPACT,2.3,4,A,X,11.8,8.4,10.3,27,242
FORD,MustAng,SUBCOMPACT,2.3,4,M,X,11.2,7.9,9.7,29,226
FORD,MustAng (PerforMAnce Pkg),SUBCOMPACT,2.3,4,M,X,11.8,8.7,10.4,27,244
FORD,MustAng,SUBCOMPACT,5,8,A,X,15,9.1,12.3,23,289
FORD,MustAng,SUBCOMPACT,5,8,M,X,16.1,9.9,13.3,21,312
FORD,MustAng Bullitt,SUBCOMPACT,5,8,M,X,16.4,10.2,13.6,21,319
FORD,MustAng Convertible,SUBCOMPACT,2.3,4,A,X,11.8,8.4,10.3,27,242
FORD,MustAng Convertible (PerforMAnce Pkg),SUBCOMPACT,2.3,4,A,X,11.8,8.7,10.4,27,244
FORD,MustAng Convertible,SUBCOMPACT,2.3,4,M,X,11.8,8.4,10.3,27,240
FORD,MustAng Convertible (PerforMAnce Pkg),SUBCOMPACT,2.3,4,M,X,12.1,9.1,10.7,26,252
FORD,MustAng Convertible,SUBCOMPACT,5,8,A,X,15.4,9.7,12.9,22,303
FORD,RAnger 4WD,PICKUP TRUCK - STANDARD,2.3,4,A,X,11.8,9.8,10.9,26,256
FORD,Shelby GT350 MustAng,SUBCOMPACT,5.2,8,M,Z,17.1,11.4,14.5,19,342
FORD,Shelby GT500 MustAng,SUBCOMPACT,5.2,8,A,Z,19.9,12.7,16.7,17,392
FORD,T-150 WAgon FFV,VAN - PAENGER,3.5,6,A,X,16.2,12.3,14.5,19,340
FORD,T-150 WAgon FFV,VAN - PAENGER,3.5,6,A,E,21.5,16.2,19.1,15,316
FORD,T-150 WAgon FFV 4WD,VAN - PAENGER,3.5,6,A,X,16.7,12.8,15,19,352
FORD,T-150 WAgon FFV 4WD,VAN - PAENGER,3.5,6,A,E,22.1,16.8,19.8,14,328
FORD,TrAnsit Connect VAn FFV,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.8,8.8,9.3,30,219
FORD,TrAnsit Connect VAn FFV,SPECIAL PURPOSE VEHICLE,2,4,A,E,13.3,11.8,12.6,22,209
FORD,TrAnsit Connect VAn LWB,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.8,8.8,9.3,30,219
FORD,TrAnsit Connect VAn LWB,SPECIAL PURPOSE VEHICLE,2.5,4,A,X,12,8.8,10.6,27,247
FORD,TrAnsit Connect WAgon LWB,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.9,8.2,9.2,31,214
FORD,TrAnsit Connect WAgon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.9,8.2,9.2,31,214
FORD,TrAnsit Connect WAgon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,A,E,13.7,11.1,12.5,23,208
FORD,TrAnsit Connect WAgon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,A,X,12.1,9,10.7,26,251
GENESIS,G70,COMPACT,2,4,M,Z,12.8,8.5,10.9,26,255
GENESIS,G70 AWD,COMPACT,2,4,A,Z,11.4,8.6,10.2,28,238
GENESIS,G70 AWD,COMPACT,3.3,6,A,Z,14.1,9.5,12,24,284
GENESIS,G80 AWD,FULL-SIZE,3.3,6,A,Z,13.8,9.7,11.9,24,282
GENESIS,G80 AWD,FULL-SIZE,3.8,6,A,X,13.4,9.6,11.7,24,276
GENESIS,G80 AWD,FULL-SIZE,5,8,A,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,FULL-SIZE,3.3,6,A,Z,13.6,9.5,11.8,24,280
GENESIS,G90 AWD,FULL-SIZE,5,8,A,Z,15.4,10.2,13.1,22,311
GMC,AcAdiA,SUV - STANDARD,2,4,A,X,11,8.3,9.8,29,225
GMC,AcAdiA,SUV - STANDARD,2.5,4,A,X,11.3,8.9,10.2,28,238
GMC,AcAdiA,SUV - STANDARD,3.6,6,A,X,12.6,8.8,10.9,26,257
GMC,AcAdiA AWD,SUV - STANDARD,2,4,A,X,11.3,8.7,10.1,28,232
GMC,AcAdiA AWD,SUV - STANDARD,3.6,6,A,X,13.1,9.4,11.4,25,269
GMC,CAnyon,PICKUP TRUCK - SMALL,2.5,4,A,X,12.1,9.2,10.8,26,252
GMC,CAnyon,PICKUP TRUCK - SMALL,2.8,4,A,D,11.8,7.9,10.1,28,270
GMC,CAnyon,PICKUP TRUCK - SMALL,3.6,6,A,X,13.4,9.6,11.7,24,273
GMC,CAnyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A,X,12.6,9.7,11.3,25,265
GMC,CAnyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,12.3,8.5,10.6,27,284
GMC,CAnyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,14,9.9,12.2,23,286
GMC,SierrA,PICKUP TRUCK - STANDARD,2.7,4,A,X,11.9,10.3,11.1,25,262
GMC,SierrA WT,PICKUP TRUCK - STANDARD,2.7,4,A,X,12.5,10.8,11.7,24,275
